epoch,lr,loss,acc1,acc5,val_loss,val_acc1,val_acc5
0.0,0.1,2.0220032690048217,27.99599904891968,81.49799734130859,1.6144625650405884,40.079998623657225,90.1299975341797
1.0,0.1,1.3768466775321961,49.41999817382813,92.91799760986328,1.232874471282959,56.59999778442383,96.05999721679687
2.0,0.1,0.9857338372135163,65.00999721435547,96.79199764648438,0.9184896716117859,67.8299971496582,97.38999775390624
3.0,0.1,0.7960993898582458,72.3219973046875,98.0019981201172,0.8222168562412262,72.29999722290039,97.96999815673828
4.0,0.1,0.6969215461540222,75.77399741455078,98.44599835205078,0.8976167896747589,70.06999700317382,97.58999790039063
5.0,0.1,0.6626736370754241,77.3239973425293,98.59199851074219,0.9201921162128448,69.72999718017579,97.31999780273438
6.0,0.1,0.6378001131916046,78.16199749633789,98.65199858154297,1.0063949276447297,69.17999719848633,96.93999748535157
7.0,0.1,0.6145902698040009,78.70799749511718,98.76399870361328,0.8900521802425384,71.71999747314453,96.80999760742188
8.0,0.1,0.6041802929353713,79.01199752075195,98.86799873779297,0.8377880815982819,72.4499973815918,98.50999859619141
9.0,0.1,0.5901038296794892,79.79599743408203,98.94399884521485,1.0926710289001464,68.02999741210938,95.91999754638672
10.0,0.1,0.5779868995523453,80.35199739624024,98.9119988256836,0.7374344440937042,74.80999713134766,98.28999829101562
11.0,0.1,0.5709447103977203,80.32399747192383,98.96999887695313,0.775923777294159,74.4099973815918,98.41999855957032
12.0,0.1,0.5562725715732575,80.90799744384766,98.97799886230469,0.6645048990726471,76.54999706420898,98.55999840087891
13.0,0.1,0.5575212247371674,80.8579973840332,99.01399889892578,0.6183153688907623,79.72999697875977,98.64999857177735
14.0,0.1,0.5488287575864792,81.29999739135742,99.04599898925781,0.6700124438762665,77.42999724121094,98.87999888916016
15.0,0.1,0.5456849650621414,81.37199751098633,99.06799892822265,0.7452075365066528,75.52999753417969,98.23999825439454
16.0,0.1,0.5486701558208466,81.07199750976562,99.02799888671875,0.6366397428512574,78.93999729003906,98.49999846191406
17.0,0.1,0.5441906209802627,81.31999743896485,98.9959988256836,0.5800770487785339,80.15999745483398,99.21999912109375
18.0,0.1,0.5307636996603012,81.81799745239258,99.15599901367187,0.8653788411617279,70.64999725952148,98.42999848632813
19.0,0.1,0.5295694320869446,81.77799745361328,99.01799890625,0.925458385848999,70.20999724121094,97.9499980834961
20.0,0.1,0.5317275400304794,81.86399751220704,99.1439990234375,0.8695685110092163,71.6599974243164,98.45999844970703
21.0,0.1,0.5374432715034485,81.71799744995117,99.0739989868164,0.7120114767074585,76.12999752807617,98.70999868164063
22.0,0.1,0.5292559177017212,81.87999747802735,99.13399903320312,0.5600442179679871,80.29999767456054,98.919998828125
23.0,0.1,0.524804724187851,82.01999745117188,99.10799897705078,0.7448943775653839,76.08999746704102,98.04999809570313
24.0,0.1,0.5275702860593796,82.26399752685546,99.08399896972657,1.01438433303833,66.08999718627929,97.5999978149414
25.0,0.1,0.5252238819265366,82.11999742553711,99.11599905029297,0.5858558929443359,80.04999754638672,99.0199989868164
26.0,0.1,0.519778472700119,82.10599758789063,99.09999895263672,0.5427295423507691,81.45999737548829,98.96999885253906
27.0,0.1,0.5271361844348907,81.90599749389648,99.14599903808593,0.6652702433824539,77.13999755859375,98.58999860839843
28.0,0.1,0.5124448615121842,82.53999752319336,99.14199900390625,0.7820773300647735,73.57999746704101,98.52999842529297
29.0,0.1,0.5265980910158158,81.9499974255371,99.1379990234375,0.652294190454483,78.37999721679688,98.73999857177735
30.0,0.1,0.5227960377788544,82.09599734130859,99.11599897949219,0.9765733746528625,69.76999703979492,98.30999830322266
31.0,0.1,0.5186675773453713,82.31599742309571,99.1519990234375,0.680977971291542,76.93999724731445,98.99999890136719
32.0,0.1,0.5167514896154404,82.37599748779297,99.19399909667969,0.6997649698257447,75.68999724121093,98.26999825439454
33.0,0.1,0.5239358968257904,82.06399747924804,99.0799989868164,0.6195188703775406,79.10999733886719,98.74999869384766
34.0,0.1,0.5158013367938995,82.4099974584961,99.11599897460937,0.7910163468360901,74.12999761352539,98.15999826660156
35.0,0.1,0.524675207438469,81.86399736083985,99.13399900878906,0.6538923864841462,77.88999766845703,98.62999858398437
36.0,0.1,0.521052263212204,82.12599753540039,99.10999897949219,0.6406761335849762,78.85999750366211,98.43999831542969
37.0,0.1,0.5229166123151779,82.02199740356446,99.19799908691407,0.7084272738456726,76.19999730834961,98.98999884033204
38.0,0.1,0.5196478264331817,82.22199748779298,99.09799900146484,0.6965724081993103,76.0999974182129,98.74999858398438
39.0,0.1,0.5201201469278336,82.09799738891601,99.16399904541015,0.9061886068820953,71.94999743041993,96.46999738769532
40.0,0.1,0.5178403150367736,82.25199749023437,99.09999898925781,0.879824369430542,70.84999730834961,98.67999860839844
41.0,0.1,0.5185673353481293,82.27199749145508,99.16799901367187,0.6393880899190902,78.28999750366211,98.82999871826172
42.0,0.1,0.5145226680064201,82.6039973840332,99.12799903320312,0.5975196863651275,79.67999724121094,99.20999914550781
43.0,0.1,0.5163727055358887,82.40599750732422,99.16999906738282,0.5958581790685654,79.2999974182129,99.05999899902343
44.0,0.1,0.5125669139146805,82.26999739257812,99.17399903076172,0.6666169602155685,77.23999758911133,98.91999893798828
45.0,0.1,0.521124272441864,82.25799739746094,99.10599898925781,0.6171670242786408,78.90999750976563,98.67999860839844
